id,name,url,image_url,image_name,genre,starring,num_episodes,release_year,plot,rating
1034,Successful Story of a Bright Girl,https://en.wikipedia.org/wiki/Successful_Story_of_a_Bright_Girl,https://upload.wikimedia.org/wikipedia/en/0/05/Successful_Story_of_a_Bright_Girl-poster.jpg,1034.jpg,"Romance, Comedy","Jang Nara, Jang Hyuk, Han Eun-jung, Yoon Tae-young, Choo Ja-hyun, Ryu Soo-young",16,2002,"Cha Yang Soon is a cute and innocent country girl who often daydreams of rescuing her prince. One day, she meets Han Gi Tae who accidentally falls into her bathtub while she was taking her bath. Not off to a good start they started arguing over the matter. However, the story goes on to tell how Cha Yang Soon arrives in the big city due to her plan to settle her irresponsible parents' debts. She moves into Han Gi Tae's house as a hired servant hence begins to teach the rich spoiled brat some manners through her down to earth scoldings and no-nonsense attitude.",7.8
1035,Suits (South Korean TV series),https://en.wikipedia.org/wiki/Suits_(South_Korean_TV_series),https://upload.wikimedia.org/wikipedia/en/1/15/Suits_%28South_Korean_TV_series%29.jpg,1035.jpg,Legal,"Jang Dong-gun, Park Hyung-sik",16,2018,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross, finds himself working with Harvey Specter, one of New York City's best lawyers.::ahmetkozan",8.5
1036,Summer Scent,https://en.wikipedia.org/wiki/Summer_Scent,https://upload.wikimedia.org/wikipedia/en/9/9e/Summer_Scent.jpg,1036.jpg,"Romance, Melodrama","Song Seung-heon, Son Ye-jin, Ryu Jin, Han Ji-hye",20,2003,Three year's previously Min Woo lost his first love in a tragic accident. As he struggles on with life he meets Hae Won who reminds him of his lost love but is racked with emotion and confusion as his feelings for these two women become intertwined. Unbeknownst to the florist Hae Won she has received her heart transplant and a second chance at life from Min Woo's first love. When the two cross paths Hae Won notices her unusual heart beat. Nobody knew it was her heart that remembered and beats strong for her lost love Min Woo. As Hae Won starts falling in love with Min Woo soon the conflict erupts between the lovely florist and her fiancé Jung Jae.,7.1
1037,Sungkyunkwan Scandal,https://en.wikipedia.org/wiki/Sungkyunkwan_Scandal,https://upload.wikimedia.org/wikipedia/en/1/1a/Sungkyunkwan_Scandal-poster.jpg,1037.jpg,"Historical, Coming of age, Romantic comedy","Park Min-young, Park Yoochun, Yoo Ah-in, Song Joong-ki",20,2010,"In the Joseon era, Kim Yoon-hee masquerades as a boy to earn a living as a book transcriber. Her family's dire circumstances and the encouragement of a noble's son finally drive her to attend Sungkyukwan University, forbidden for females.::Dama del Puente",7.8
1038,Sunlight Pours Down,https://en.wikipedia.org/wiki/Sunlight_Pours_Down,https://upload.wikimedia.org/wikipedia/en/9/97/Sunlight_Pours_Down-poster.jpg,1038.jpg,"Romance, Drama","Song Hye-kyo, Jo Hyun-jae, Ryoo Seung-bum",16,2004,"Yeon Woo grew up happy in a loving family. One day, her father had died mysteriously, and her mother remarried a man who was 10 years younger than her. Misfortunes never come singly. Her mother died of Wilson's disease and her step-father ran away with money. Min Ho, an old friend of hers, is always there to comfort her. Min Ho decided to be a policeman to catch a murderer who killed Yeon Woo's father. Eun Sup came back to Korea with the sole purpose of stopping his lover Soo Ah from getting married, but Soo Ah gave him an outright denial. To make matter worse, his father sent people over to his hotel to catch him. He ran away from the hotel and he accidentally fell into the subway track and became unconscious. Yeon Woo saw the whole scene in the platform and saved his life. Eun Sup asked her if he could stay in her place temporarily since he had no place to go. So Yeon Woo, Min Ho and Eun Sup all started living in a same house.",5.6
1039,Sunny Again Tomorrow,https://en.wikipedia.org/wiki/Sunny_Again_Tomorrow,https://upload.wikimedia.org/wikipedia/en/8/82/Sunny_Again_Tomorrow.png,1039.png,"Family, Melodrama","Seol In-ah, Jin Ju-hyung, Ha Seung-ri, Lee Jae-baek",121,2018,"Ha Nee has been working in part-time jobs after graduating from high school. One day, she gets a job at a TV home shopping channel but gets fired from that job. She then decides to start her own fashion company and becomes involved with Han Kyul, a merchandiser for the TV home shopping channel.",8.1
1040,Super Daddy Yeol,https://en.wikipedia.org/wiki/Super_Daddy_Yeol,https://upload.wikimedia.org/wikipedia/en/d/d0/SuperDaddyYeol_%28%EC%8A%88%ED%8D%BC%EB%8C%80%EB%94%94%EC%97%B4%29.jpg,1040.jpg,"Family, Comedy, Romance","Lee Dong-gun, Lee Yoo-ri, Lee Re",16,2015,"Cha Mi-rae has been diagnosed with terminal cancer. To secure her young daughter's future, Mi-rae reaches out to her ex-boyfriend, Han Yeol. Despite his many flaws, Mi-Rae is resolved to change Yeol into the perfect father.::Darwin",7.5
1041,Super Junior Unbelievable Story,https://en.wikipedia.org/wiki/Super_Junior_Unbelievable_Story,,,,"Sungmin, Leeteuk",,,,N/A
1042,Super Rookie,https://en.wikipedia.org/wiki/Super_Rookie,https://upload.wikimedia.org/wikipedia/en/8/8e/Super_Rookie_TV_poster.jpeg,1042.jpeg,,"Eric Mun, Han Ga-in, Oh Ji-ho, Lee So-yeon, Lee So-yeon",20,2005,,8.1
1043,Surgeon Bong Dal-hee,https://en.wikipedia.org/wiki/Surgeon_Bong_Dal-hee,https://upload.wikimedia.org/wikipedia/en/e/e0/Surgeon_Bong_Dal-hee-poster.jpg,1043.jpg,"Medical, Drama, Romance, Comedy","Lee Yo-won, Lee Beom-soo, Kim Min-joon, Oh Yoon-ah",18,2007,"Bong Dal Hee (Lee Yo Won) is a first year resident doctor who strives to become a surgeon despite her heart problem. She works under Dr. Ahn Jong Geun (Lee Bum Soo), a cardiac specialist, and even though they don't get off to a good start, the two grow fond of each other as time goes by. Dr. Lee Geon Wook (Kim Min Joon) divorced his wife, Dr. Jo Moon Kyung (Oh Yoon Ah), after he found out that his 6-year-old son was actually fathered by another man before they married. He still has feelings for her, but feels betrayed and cheated. This medical drama portrays the lives of resident doctors, their ups and downs, depicting crisis in a hospital as well as politics among its management staff.::DramaWiki",7.4
1044,Suspicious Partner,https://en.wikipedia.org/wiki/Suspicious_Partner,https://upload.wikimedia.org/wikipedia/en/e/e8/Suspicious_Partner_Main_Poster.jpg,1044.jpg,"Legal, Crime, Romance, Comedy","Ji Chang-wook, Nam Ji-hyun, Nam Ji-hyun, Choi Tae-joon, Kwon Nara",40,2017,"Eun Bong Hee is a prosecutor trainee who unfortunately becomes a murder suspect. Noh Ji Wook who is a prosecutor tries to help Eun Bong Hee but loses his job in the process. After the prosecution, Eun Bong Hee who is free from the crime falls in love with Noh Ji Wook. But Noh does not accept her love towards him but offers to help her in finding the real suspect. In the mean time the real murderer plots a plan to avoid being caught.::Arvind Vikram",7.9
1045,Swallow the Sun (TV series),https://en.wikipedia.org/wiki/Swallow_the_Sun_(TV_series),https://upload.wikimedia.org/wikipedia/en/3/31/Swallow_the_Sun-poster.jpg,1045.jpg,"Action, Romance, Drama","Ji Sung, Sung Yu-ri, Lee Wan, Jun Kwang-ryul",25,2009,"Shot on location everywhere from Las Vegas to Jeju Island to Africa and based on a novel by Kang Chul Hwa, Swallow the Sun is the story of Jung Woo, an orphaned child who grows up on the rough side of the streets and becomes a small-time hoodlum. When he saves the life of the rich and powerful president of a large corporation, things start to look up. The chairman sends Jung Woo to Seoul to look after the chairman's son, Tae Hyuk, who only wants one thing from him-to help him win the heart of a woman named Soo Hyun. Jung Woo will do anything to win favor with the President's family-unfortunately, the woman Tae Hyuk loves turns out to be Jung Woo's first love. Soo Hyun, who doesn't remember Jung Woo, finds herself gradually drawn to him as he pursues her under his master's name. After learning the devastating truth of his father's true identity, Jung Woo is sent on a whirlwind quest involving crime, love, and revenge, taking him from the glittering lights of Vegas to the diamond mines of Africa. Led by a cast of Korea's top stars, Swallow the Sun stars Ji Sung as the tormented hero, joined by Sung Yu Ri as the passionate, independent woman he falls for.",7.7
1046,Sweden Laundry,https://en.wikipedia.org/wiki/Sweden_Laundry,https://upload.wikimedia.org/wikipedia/en/7/77/Sweden_laundry_poster.jpg,1046.jpg,"Romance, Drama, Comedy, Family, Fantasy","Song Ha-yoon, Changjo, Kim Ian",16,2014,"Kim Bom runs a laundromat, and helps people with her ability to read their worries through their laundry.",6.3
1047,"Sweet, Savage Family","https://en.wikipedia.org/wiki/Sweet,_Savage_Family",https://upload.wikimedia.org/wikipedia/en/4/47/Sweet_Family_Poster.jpg,1047.jpg,"Family, Comedy, Romance","Jung Joon-ho, Moon Jung-hee, Jung Woong-in, Yoo Sun",16,2015,"In a comedic blend of mayhem and domesticity, Yoon Tae Soo (Jung Joon Ho) takes up not one, but two high-stakes roles: head of the house and gangster kingpin. As the hardworking breadwinner of his family, Tae Soo may seem like just another loving father who's trying to get by, but when he says he'll stop at nothing to ensure his family's happiness and security, he really means it.",6.9
1048,Sweet 18,https://en.wikipedia.org/wiki/Sweet_18,https://upload.wikimedia.org/wikipedia/en/6/67/Sweet18poster.jpg,1048.jpg,,"Han Ji-hye, Lee Dong-gun",16,2004,A young couple brings murder and mayhem to Havensburg VA. Along with this murderous couple there is a high school student that just turned 18 and what better way to spend her birthday but a party at the old house where murders took place. But her night is ended in tragedy.,N/A
1049,Sweet Buns,https://en.wikipedia.org/wiki/Sweet_Buns,https://upload.wikimedia.org/wikipedia/en/b/bd/Sweet_Buns_TV_poster.jpeg,1049.jpeg,"Romance, Comedy, Drama","Choi Kang-hee, Choi Kang-hee, Park Gwang-hyun, Jung Chan, Jung So-young",26,2004,"Ga-ran and Nam-joon were classmates in elementary school. Ga-ran is a tomboy who prefers trousers to skirts, and loves taekwondo more than her piano lessons. Nam-joon on the other hand is Mr. Perfect who's got good looks, a fine brain, and is the most popular guy in school, especially among the girls. One day, Ga-ran sees Nam-joon giving away the sweet bun which Ga-ran's friend gave him, to another girl. Ga-ran throws herself at Nam-joon and beats him up, and their rivalry lasts throughout high school. A few years after college, Ga-ran and Nam-joon meet again as adults, both recovering from recent break-ups. Despite their constant bickering, they gradually realize that they're meant to be.::Anonymous",N/A
1050,Sweet Enemy,https://en.wikipedia.org/wiki/Sweet_Enemy,https://upload.wikimedia.org/wikipedia/en/8/86/Sweet_Enemy_Poster.jpg,1050.jpg,"Family, Melodrama","Park Eun-hye, Yoo Gun, Lee Jae-woo, Park Tae-in",124,2017,,N/A
1051,"Sweet Home, Sweet Honey","https://en.wikipedia.org/wiki/Sweet_Home,_Sweet_Honey",https://upload.wikimedia.org/wikipedia/en/5/58/Sweet_Home%2C_Sweet_Honey.jpg,1051.jpg,"Family, Drama","Song Ji-eun, Lee Jae-joon, Seo Yi-an, Kim Min-soo",129,2015,"Oh Bom is a young and cheerful girl. She suffers from serious financial difficulties throughout her life. One day, Oh Bom learns that she is the missing daughter of a rich family.::Serhat",N/A
1052,Sweet Home (TV series),https://en.wikipedia.org/wiki/Sweet_Home_(TV_series),https://upload.wikimedia.org/wikipedia/en/1/1e/Sweet_Home_TV_series.jpg,1052.jpg,Drama,"Song Kang, Lee Jin-wook, Lee Si-young, Lee Do-hyun, Kim Nam-hee",10,2020,"Hyun, a loner high school student who lost his entire family in a terrible accident, is forced to leave his home and has to face a new reality where monsters are trying to wipe out all of humanity. Now he must fight against all odds to try and race against the clock to save what is left of the human race before it's too late.::MyDramaList",7.4
1053,Sweet Munchies,https://en.wikipedia.org/wiki/Sweet_Munchies,https://upload.wikimedia.org/wikipedia/en/8/8a/Sweet_Munchies.jpg,1053.jpg,Romantic comedy,"Jung Il-woo, Kang Ji-young, Lee Hak-joo",12,2020,The story of Park Jin Sung who owns a late-night snack restaurant.,7.1
1054,Sweet Revenge (TV series),https://en.wikipedia.org/wiki/Sweet_Revenge_(TV_series),https://upload.wikimedia.org/wikipedia/en/8/8a/Sweet_Revenge.jpg,1054.jpg,Coming of age,"Kim Hyang-gi, Park Solomon",11,2017,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.::Anonymous",6.0
1055,Sweet Revenge 2,https://en.wikipedia.org/wiki/Sweet_Revenge_2,https://upload.wikimedia.org/wikipedia/en/a/a5/Sweet_Revenge_2.jpg,1055.jpg,Coming of age,"Ahn Seo-hyun, Samuel, Samuel, Ji Min-hyuk, Kim Ye-eun",16,2018,A girl gets a mysterious app on her phone that allows her to get revenge on bullies.::Kurt Aerden,7.8
1056,Sweet Spy,https://en.wikipedia.org/wiki/Sweet_Spy,https://upload.wikimedia.org/wikipedia/en/e/e7/SweetSpyposter.jpg,1056.jpg,"Action, Romance, Comedy","Nam Sang-mi, Dennis Oh, Lee Joo-hyun, Yoo Sun",20,2005,"A young widowed police officer, Lee Sun-Ae, finds herself unwittingly entangled in the world of international espionage after a chance encounter with Han Yoo-Il, a mysterious & charming young billionaire. Around the same time, she also meets Kang-Jun, the new director of Criminal Investigation Department, who happens to be an old friend of her late husband. Kang-Jun, who secretly harbors feelings for Sun-Ae, opens an old case surrounding Sun-Ae's late husband's death, which leads him to uncover of a secret that involves political and economic power figures, including Han Yoo-Il.::tara",7.5
